semester,gender,collegeYear,height,weight,pulse,hsGPA,collegeGPA,SATM,SATV,shoeSize,fincialAid,tvHours,states,siblings,motherAge,fatherAge,salary
9,F,3,70,180,70,4,3.87,,,11,Y,1,13,1,52,53,37500
9,F,4,66.5,150,70,4,3.42,620,720,8.5,Y,3,14,2,49,49,50000
9,F,4,65,170,70,3.9,3.5,,,8.5,Y,0,12,3,55,54,30000
9,F,4,65,150,100,3.98,3.58,,,7,Y,10,13,2,50,53,30000
9,F,4,62.5,125,90,4,3.7,,,8.5,Y,3,25,2,48,50,50000
9,M,2,70,180,60,3.5,,,,10,Y,0,20,1,52,53,
9,F,3,64,118,70,3.89,3.25,,,6.5,Y,0,14,1,54,58,25000
9,F,4,62,120,70,3.8,3.1,550,590,5.5,N,2,12,3,44,50,30000
9,M,2,76,190,80,3.87,3.65,,,12,N,25,,1,47,50,19000
9,F,,66,,70,3.95,,,,9.5,Y,,8,3,47,52,
9,F,3,67.5,140,100,3.31,3.39,650,570,10.5,Y,2,11,2,50,55,30000
9,F,3,69,145,80,3.5,3,550,540,9.5,Y,1,13,5,53,60,25000
9,F,2,70,145,88,3.6,3.25,750,630,9,Y,0.5,10,3,47,54,40000
9,M,3,70,215,60,3.3,2.8,550,650,11,Y,2,10,2,55,61,40000
9,M,3,73,205,80,3.01,3.5,620,510,13,N,10,17,1,54,54,
9,M,3,73,150,64,3.8,3.24,660,640,11,Y,10,15,1,52,58,40000
9,M,2,68,156,72,3.87,2.99,670,680,10.5,Y,0,27,0,53,50,23000
9,F,2,65,,80,4,3.3,,,8.5,Y,2,15,1,54,53,
9,M,2,74,180,68,3.3,3.1,620,640,12,Y,8.5,9,1,54,56,
9,M,3,68.5,140,96,3.6,2.95,700,700,11.5,Y,5,3,3,38,46,70000
9,F,2,63,110,72,3.8,3.5,560,650,7.5,Y,1,12,2,47,48,30000
9,F,4,57,130,56,3.9,3.4,,,8.5,Y,0,10,1,51,52,70000
9,F,3,62,118,68,3.8,3,460,480,7,Y,2,10,1,46,47,70000
9,M,1,66,160,56,3.3,,640,570,9,Y,5,17,1,47,47,45000
9,M,2,73,200,56,3,2.9,600,640,12,,7,15,2,48,46,45000
9,M,2,76,180,70,3.4,3,,,14,Y,3,12,4,56,,30000
9,M,2,72,165,56,4,3.7,540,,11,Y,0,13,2,54,54,42000
9,M,2,71,157,70,3.4,3.7,,,10,N,3,10,1,53,54,40000
9,M,2,68,125,72,4,2,600,570,8,Y,0,15,1,50,52,40000
9,F,1,66,150,88,3.97,,650,620,7.5,Y,3,15,1,50,49,50000
9,F,2,66,132,44,3.9,3.7,650,740,7,Y,3,14,0,59,56,30000
9,M,3,75,255,88,3.35,3.33,690,790,16,N,1,35,0,53,53,35000
9,F,3,69,150,94,3.8,3.7,700,660,10,Y,3,9,2,49,49,30000
9,F,2,66,155,72,3.75,3.08,560,560,8.5,Y,5,5,0,42,46,40000
9,F,1,66,112,84,3.9,,630,650,8.5,Y,2,25,1,48,49,30000
9,M,3,67,125,48,3.5,3.25,780,600,9,Y,7,20,1,54,56,30000
9,M,2,70,70,60,3.7,3.3,650,660,10.5,Y,20,15,2,51,51,60000
9,F,4,66,145,90,3.8,3.1,,,8.5,Y,15,5,2,50,54,18000
9,F,2,65,118,108,4.6,3.62,680,680,7.5,Y,0,7,4,57,68,45000
9,M,3,67,140,84,3.2,2.7,,,8.5,N,5,10,0,50,60,30000
9,F,1,66.5,130,84,3.9,,,,7.5,Y,1.5,20,2,46,46,40000
9,M,3,74,160,66,3.9,2.8,680,550,11,Y,10,6,1,50,51,50000
9,F,1,67,150,78,3.7,,620,600,9,Y,1,38,3,43,45,
9,F,2,64,110,102,3.85,3.33,600,600,7.5,N,0,28,1,50,51,40000
9,M,1,71,180,90,3.3,,680,530,9.5,Y,20,8,3,52,52,40000
9,F,1,65,110,96,3.81,,520,650,7.5,Y,,6,2,55,53,
9,F,2,67.5,143,96,3.2,,710,690,7,Y,3,17,3,39,40,35000
9,F,1,63,150,72,3.83,,,,7,N,2,2,1,57,56,
9,F,1,66,120,84,3.88,,650,800,8,Y,3,12,1,50,50,
9,F,1,60,115,96,3.43,,,,6.5,Y,20,30,1,49,51,30000
9,F,1,67,130,102,3.9,,660,680,8.5,N,15,5,1,50,52,40000
9,,1,64,120,,3.5,,,,7,Y,5,20,1,56,57,30000
9,M,1,67,185,78,3.75,,,,10.5,Y,6,13,1,48,48,10000
9,F,1,68,123,96,3.54,,550,620,8,Y,4,10,0,53,55,10000
9,F,3,65,142,108,3,2.4,,,6.5,N,4,48,6,45,43,30000
9,F,1,66,140,78,,,,,10,Y,1.25,8,1,54,52,
9,F,2,65,135,100,3.6,3,650,650,8.5,Y,3,7,4,50,60,
9,M,3,74,210,72,3.3,3,570,790,13,Y,10,32,3,57,58,45000
10,M,1,75,220,,2.8,,660,630,12.5,N,1,,1,47,49,
10,F,1,,,60,3,2.5,,,8,Y,2,4,1,56,45,
10,F,3,60,110,,3.94,3.11,,,5.5,Y,0,6,0,48,49,20000
10,M,1,70,162,,3.86,2.92,520,650,11,Y,0,36,3,52,55,
10,F,1,65,125,29,3.5,2.25,,,9,Y,0,8,2,46,45,50000
10,F,1,55,135,85,3.8,3.2,720,750,8.5,Y,1,19,1,55,58,
10,F,1,64,129,83,3.55,3.5,740,670,7.5,Y,1,6,1,54,56,25000
10,F,1,67,140,,3.9,,540,600,9,Y,0.5,39,7,48,52,
10,F,1,65,145,80,3.5,3.78,510,610,9,Y,3,30,2,55,51,30000
10,M,4,67,152,62,3.76,3.35,600,580,9,Y,5,20,3,43,48,45000
10,F,1,64,125,,3,3.67,,,8.5,N,3,25,2,48,50,25000
10,M,2,70,170,27,3.2,3.17,630,620,10,N,0,20,3,50,74,50000
10,M,1,71,180,75,3.3,,,,11,N,0,8,1,50,52,70000
10,M,1,67.5,125,90,3.6,,710,650,8,Y,1,20,1,51,50,50000
10,F,1,62,,,4,3.88,670,720,8,Y,0,5,2,51,52,40000
10,F,1,63,110,,3.7,3.75,,,7.5,Y,0,18,1,50,55,50000
10,M,3,71,165,,3,3.2,800,650,10.5,Y,7,12,1,50,45,50000
10,F,1,70,155,,4,3.44,,,10,Y,2,26,1,52,53,40000
10,F,1,63,112,,3.4,,,,6.5,Y,3.5,5,2,48,49,
10,F,1,61.5,120,,3.3,,550,770,8,N,0,8,2,46,48,
10,M,1,70,175,60,3.82,2.75,660,670,12,Y,2,12,2,46,50,50000
10,M,1,73,180,60,3.7,3.4,,,12,Y,0,5,1,53,56,30000
10,M,1,70,215,40,3.4,2,,,12,Y,15,8,3,40,42,50000
10,F,1,62,115,45,3.78,3.21,456,492,6.5,,4,12,1,47,56,
10,M,1,74,175,52,,,650,740,12.5,N,8,15,2,50,50,50000
10,M,1,69,147,48,3.3,,660,590,10.5,Y,1,12,1,51,53,
10,F,1,63,110,76,4,3.84,590,800,6,Y,3,12,1,50,59,20000
10,M,1,70,152,60,3.1,2,510,600,10,Y,0,10,1,48,50,12000
10,M,1,74,,72,3.8,3,700,,12.5,Y,2,10,2,48,50,50000
10,M,1,74,240,64,,,500,490,13,Y,,25,3,59,56,
10,M,1,72,215,68,3.4,,,,12,Y,2,5,2,47,50,55000
10,M,1,70,225,56,3.7,3.33,610,540,12,Y,14,50,6,43,44,
10,F,1,68.5,150,84,3.95,3.33,,,9.5,Y,1,6,8,49,51,125000
10,,,68,145,60,3.5,3.11,,,8.5,,0,,2,52,54,40000
10,M,1,74.5,220,72,3.2,2.25,650,520,13,N,1.5,5,1,49,48,40000
10,M,3,71,221,68,3.4,2.7,650,500,11.5,Y,2,13,2,56,62,45000
10,F,1,67,120,96,3.9,3.9,,,8.5,Y,2,9,1,53,53,25000
10,M,1,67,135,52,,,,,9.5,Y,4,,2,41,46,
10,F,3,66,145,64,3.85,2.93,630,470,8.5,Y,0,15,1,55,57,35000
10,M,1,71,152,76,3.74,3,680,670,9,Y,0,12,1,55,57,80000
10,M,1,74,190,76,3.3,2.5,700,650,12,Y,0,25,0,54,48,40000
10,M,1,73,185,92,3.3,,670,610,11,Y,7,15,2,,,30000
10,F,2,65,125,60,3.86,3.4,,,8.5,Y,7,13,2,55,65,
10,F,1,47,86,120,3.85,,,,3,N,0,6,1,,51,
10,F,1,65,120,104,3.8,3.5,,,7.5,Y,1,8,1,48,50,45000
10,F,1,52,140,,3.59,,,,7.5,Y,5,8,2,48,52,35000
10,M,1,73,178,80,3.6,2.77,,,13,Y,5,3,3,46,46,10000
10,F,1,63,125,,4,2.4,620,600,6.5,Y,3,9,3,46,51,40000
10,M,1,74,220,,3,3.7,480,,13,N,0,26,2,43,45,50000
10,F,1,68,160,,3.75,3.44,620,660,9.5,Y,1,10,0,48,,20000
10,M,1,74,165,56,3.6,3.3,740,740,12,Y,2,32,2,52,54,80000
10,M,1,70,135,130,3.97,3.5,,,9.25,Y,7,10,2,49,53,
10,F,1,60,150,,3.68,,560,620,7.5,Y,2,8,15,48,70,
10,F,1,68,140,80,3.84,3.85,600,630,8.5,Y,1,8,1,56,54,5000
10,F,1,62,195,,3.3,2.87,550,620,7,Y,3,12,1,59,53,30000
10,F,1,72,160,68,3.67,3.09,570,570,10,N,5,16,1,49,53,30000
10,F,1,59.5,162,10,4.069,3.08,670,550,10,Y,1.5,22,2,50,49,40000
10,F,1,70,160,,3.7,,,,9.5,Y,6,30,0,52,54,20000
10,F,1,71,150,,3.8,3.4,,,9.5,Y,0,,2,53,53,
10,F,1,58,107,,3.4,3.4,,,4,Y,0.5,10,4,,,
10,M,1,83,180,76,3.8,2.85,600,560,11.5,N,0,13,1,44,44,60000
10,M,2,69,175,68,3.3,2.98,,,12,N,0,10,0,51,52,
10,M,2,74,230,72,3.4,2.7,680,720,13,Y,0,40,2,52,56,40000
10,F,1,62,135,60,3.8,3.83,630,650,7.5,Y,1,39,3,55,69,
10,F,3,66,136,56,3.9,3.85,650,790,8,Y,3,10,2,56,55,50000
10,F,1,66,140,64,3.6,2.9,,,8,Y,1,30,1,54,56,20000
10,F,1,68,130,80,3.8,3.1,600,560,8.5,Y,5,25,6,47,56,30000
10,F,1,67,145,88,3.8,3.22,690,670,9,Y,0,37,3,57,61,20000
10,M,2,73,190,68,3.2,2.6,,,,Y,0,40,,,,47500
10,F,4,65,160,94,4,3.3,700,640,7.5,Y,2,9,1,53,52,30000
10,F,1,62.5,94,96,3.8,,450,530,5.5,Y,5,2,4,46,50,40000
10,F,2,64,145,80,3.84,3.5,650,690,8.5,Y,3,9,1,48,51,
10,F,1,65,120,52,3.96,3.67,,,7.5,N,1,15,4,50,53,
10,M,1,68,175,80,3.3,,570,630,11.5,N,6,11,1,53,56,40000
10,M,2,72,200,84,2.98,2.78,720,720,12,N,10,12,3,51,64,50000
10,M,3,71,150,56,3.3,2.8,540,510,11,Y,0.5,28,5,51,51,47500
10,M,2,77,240,76,3.7,2.7,660,620,14,Y,3,16,1.5,52,54,35000
10,F,4,61,118,84,3.3,3.25,800,610,8,Y,10,22,1,58,60,50000
10,F,1,64,123,80,4.03,3.25,650,620,8,Y,2,12,1,49,,55000
10,M,1,65,164,56,3.2,,,,9.5,Y,0,5,2,41,42,40000
10,F,1,61,120,92,3.9,3.2,,,8,N,20,7,3,55,54,25000
10,F,2,63,140,80,3.9,3.5,,,7,Y,1,5,3,50,53,30000
10,F,2,65,135,44,3.8,3.5,420,730,8,Y,0,8,1,43,46,30000
10,F,1,64,,70,3.99,,,,7,Y,4,35,3,43,43,60000
10,M,1,64,150,80,4.1,3.9,730,650,9,Y,1,15,0,60,50,1.00E+05
10,F,1,59,115,50,3.89,2.92,,,3.5,Y,1,30,0,37,42,50000
10,F,1,65,130,70,4,3.75,630,580,8,Y,0.5,6,2,48,53,55000
10,F,1,69,137,70,3.9,3.4,,,9.5,Y,7,12,1,56,57,35000
10,F,1,69,143,100,3.98,3.28,,,9,Y,0,10,1,51,52,40000
10,F,1,65,125,70,3.76,3.08,,,7,Y,3,16,2,54,56,40000
10,F,1,64,135,100,4,3.92,650,590,7.5,Y,1.5,6,3,55,57,40000
10,M,1,71,160,54,3.97,3,690,710,11,Y,0,15,1,52,53,35000
10,M,1,67,190,80,3.3,2.57,,,10.5,Y,0.5,6,3,56,52,
10,M,1,74,170,60,3.9,3.75,610,740,12,Y,0.5,30,2,54,53,45000
10,M,1,77,205,70,3.4,3.09,,,12,Y,3,6,4,47,49,
10,M,1,70,140,65,3.9,3.67,,,10,Y,0.5,13,1,52,54,60000
10,M,1,73,177,76,3.5,,680,630,12,Y,0,13,5,59,64,1.00E+05
10,M,1,74,215,90,3.8,3.42,,,13,Y,0,7,1,,,50000
10,M,1,70,170,60,3.95,2.92,680,580,11,Y,1,30,3,49,49,50000
10,M,1,67,145,80,3.79,2.8,650,740,9.5,Y,0,11,1,51,54,40000
10,F,1,62,135,70,3.97,3.67,710,710,6.5,Y,4,7,1,50,48,45000
10,M,1,70,168,60,3.95,3.55,680,680,9,N,1,13,1,50,50,50000
10,M,1,72,170,70,4,3.58,720,580,12,Y,4.5,30,4,55,56,40000
10,M,2,71,175,50,3.9,3.5,550,750,11,Y,4,20,2,52,53,
10,F,1,64,130,60,3.7,3.45,510,590,7,Y,1,,4,41,49,60000
10,F,4,66,180,90,3.75,3.4,610,600,9.5,Y,14,20,1,54,59,25000
10,F,2,69,155,90,3.76,3.31,650,590,9.5,Y,4,12,1,54,54,30000
10,M,2,71,165,70,3,2.95,500,660,13.5,Y,22,9,0,54,69,
10,F,1,62,115,80,3.4,,,,6.5,Y,1.5,7,2,50,52,22500
10,M,1,70,158,70,3.72,3.09,,,10,Y,2,13,1,42,45,
10,M,1,72,152,55,3.6,,,,11.5,Y,1,47,3,56,57,30000
10,F,2,64,140,90,,,650,680,7.5,N,8,,1,57,60,
10,F,3,60,120,60,,3.6,,,6,Y,12,11,2,42,61,30000
10,M,1,72,215,70,2.99,3.11,,,12,Y,4.5,15,2,43,46,
10,M,2,72,160,,3.8,3.5,,,12,Y,2.5,17,2,55,49,60000
10,M,1,69,149,80,3,3,400,388,9.5,,,13.5,4,49,52,75000
10,F,3,70.75,180,60,3,3.3,,,11,Y,12,4,3,49,53,
10,F,1,68,135,80,3.5,3.5,,,8,Y,3,25,1,47,46,20000
10,F,1,67,140,90,3.95,3.5,,,10,Y,0,14,1,52,56,
10,M,1,70,150,70,3.3,3.25,460,640,10.5,N,2.5,14,4,48,49,50000
10,F,2,64,116,80,3.83,3.22,670,680,7.5,Y,0,27,1,46,46,30000
10,M,2,70,140,85,3.2,2.1,550,640,12.5,Y,3,10,2,57,60,37500
10,F,2,62,100,100,3.6,3.5,,,5,Y,2,7,1,50,53,30000
10,M,2,68,170,70,3.6,3.08,650,550,10.5,Y,4.5,9,4,39,,50000
10,,,66,115,70,3.78,,500,500,10,,4,4,1,54,61,40000
10,F,2,72,150,84,3.4,3.33,,,9,N,0,10,2,55,52,
10,M,1,69,145,90,,1.92,,,9.5,Y,0.5,10,0,62,67,
10,F,1,69,152,108,3.46,3.25,,,9,N,5,15,0,52,60,70000
10,M,1,73,200,66,3.3,3.08,,,11.5,Y,2,8,2,42,57,60000
10,M,2,63,193,63,4.04,3.75,,,11.5,Y,10,12,2,53,55,60000
10,F,1,63,110,63,3.6,,,,6.5,Y,2.5,13,4,48,50,60000
10,F,1,69,135,72,3.94,3.83,560,630,8.5,Y,1,14,1,47,49,30000
10,F,,67,180,66,3.62,2.58,740,720,10.5,N,0,32,2,48,60,32000
10,F,1,60,135,72,3.9,3.5,,,7,Y,1,19,1,53,56,30000
10,F,1,70.5,190,96,3.67,3.08,,,10,Y,0,6,1,47,48,
10,F,1,64,125,60,3.5,3.44,,,8.5,Y,0,20,2,53,58,50000
10,F,1,70,145,72,3.8,,650,700,10,Y,5,2,18,50,50,
10,F,3,66,118,72,4,3.8,720,690,7,Y,1,12,2,52,53,50000
10,M,4,73,160,96,3,2.5,650,690,10,Y,5,20,2,48,47,17500
10,F,1,63,145,72,3.8,,740,680,5.5,Y,0,30,2,56,,
10,M,1,73,180,66,3.53,3.17,600,700,11,Y,0,30,1,51,51,30000
10,F,1,66,110,66,4,4,710,620,8.5,Y,0,7,1,49,48,
10,F,1,60,97,56,4.2,3.75,,,5,Y,1.5,10,2,50,49,
10,F,1,63,140,90,3.8,3.2,,,8.5,Y,0,14,9,45,,
10,F,1,68,127,60,3.5,3.08,,,8,Y,4,4,3,34,,
10,F,1,66,136,48,3.2,2,690,600,9,Y,2,15,1,56,58,45000
10,F,1,64,130,48,3.87,2.5,,,5,Y,1,15,1,51,51,45000
10,F,1,63,110,60,4,3.6,730,720,6,Y,1,15,1,46,50,50000
10,M,1,72,200,70,,2.9,580,800,10,Y,0,20,1,49,52,40000
10,F,1,63,115,60,4,3.84,590,580,6,Y,1,3,2,41,42,40000
10,F,1,71,200,72,3.87,3.33,660,720,10,Y,0,27,0,48,49,30000
10,M,2,67,155,90,3.1,2.84,,,9.5,,2,40,2,52,53,30000
10,F,2,69,145,60,3.5,3.6,550,700,8,Y,7,10,1,56,60,50000
10,M,1,69,220,,2.8,3.08,630,680,12,N,3,15,4,50,53,
10,M,1,73,220,66,3.87,3.67,,,12.5,N,0,30,3,49,51,30000
10,M,2,72,145,90,3.8,2.9,650,750,11,Y,0,20,3,50,53,70000
10,M,1,70,130,66,3.9,3,520,710,9,Y,1,20,7,50,56,30000
10,M,1,72,170,84,3.7,2.83,530,620,11,Y,0,25,1,55,51,24000
10,M,1,74.4,141,72,3.22,2.89,670,,10.5,N,0,5,0,,,
10,F,4,66,155,66,3.8,3.2,,,9,N,0,12,2,49,50,
10,F,4,62,106,102,4,3.52,680,720,7.5,Y,2,15,1,50,54,40000
10,F,2,62,113,126,4,3.8,630,710,5.5,Y,7,6,2,51,56,20000
10,F,1,65,145,102,3.83,3.33,,,7.5,Y,0,5,4,45,51,20000
10,,,68,125,72,3.7,3.8,,,8.5,Y,1,15,3,50,60,
10,M,1,72,185,72,3.47,3.21,550,650,10.5,N,2,10,1,51,54,
10,F,1,67,130,82,3.2,2.9,640,610,9,Y,2,20,1,45,53,20000
10,F,1,65,125,72,3.2,3.5,670,560,7.5,N,1,40,1,51,54,30000
10,F,1,63,125,96,3.8,3.1,640,610,8.5,N,2,8,2,50,57,30000
10,F,1,65,130,102,3.7,3.5,650,650,8,Y,2,21,1,45,46,30000
10,M,3,59,160,,3.4,,500,500,12,N,10,30,1,52,60,65000
10,F,1,69,160,,3.5,3.75,650,650,10,Y,6,14,0,43,44,50000
10,F,1,64,145,,3.74,2.34,670,620,7,Y,1.5,15,2,48,55,45000
10,F,1,66,120,,3.35,3.15,,,8,N,4,45,3,58,65,
10,F,1,69,135,,3,,,,9,,1,10,1,54,53,40000
10,M,1,72,185,,3.19,,600,580,11.5,Y,0,6,3,52,56,35000
10,F,1,63,130,,4,3.67,,,7,Y,1,8,0,51,56,
10,F,1,64,160,,3.8,2.25,,,8,Y,1,17,0,55,56,
10,M,1,77,200,,3.3,,600,620,12,N,1,3,1,59,60,
10,F,1,63,120,,3.6,3,640,700,7,Y,5,7,1,61,52,
10,M,1,67,140,,2.8,2.8,720,560,10,,1,4,2,50,50,27500
10,M,1,73.5,180,,3,2.42,,,11.5,N,4,,1,52,57,40000
10,F,1,66.75,147,,3.5,2.33,560,680,9,Y,0,15,1,53,54,
10,F,1,69.5,141,,3.5,3.5,,,10,Y,0,20,2,47,48,
10,F,1,65,136,,3.7,3,560,520,8.5,Y,4,4,6,53,55,47500
10,,4,66,135,,3.9,3.4,,,8,Y,1,17,1,51,54,25000
10,F,1,63,140,,3.6,,,,8.5,Y,0,15,2,49,52,
10,F,1,63.75,155,60,3.75,,570,650,8,Y,1,7,1,52,49,
10,F,1,66,135,,,3.42,,,8.5,Y,0,,1,,,
10,F,2,70,,,,,,,9,N,7,,1,50,51,
10,F,1,66,155,,3.83,3.89,590,700,9,Y,1,12,2,53,53,45000
10,M,1,69,165,,3.5,2.33,420,470,11.5,Y,4,8,2,44,66,60000
10,F,1,65,115,,4,,600,700,8,Y,1,23,4,48,52,
10,M,2,73,220,,3,3,,,14,Y,7,12,7,50,,
10,F,1,62,112,,3.8,3.4,,,12,Y,2,5,2,44,45,
10,F,1,67,118,60,3.6,3.5,,,8,Y,0,13,3,47,63,80000
10,F,1,66,150,72,3.61,2.84,620,670,8.5,Y,4,15,1,47,54,20000
10,M,1,65,140,76,3.5,,,,9,Y,0,45,2,56,52,
10,M,1,70.5,138,,2.8,3,530,620,,N,1.5,16,1,,57,
10,M,1,69,137,,3.3,3.25,670,660,10,Y,7,9,2,55,54,
10,M,1,67,145,68,2.9,3.67,610,660,9,Y,2.5,13,2,54,54,42000
10,M,4,72,168,80,3.2,,,,10.5,N,8,17,1,58,60,7000
10,M,3,70,204,72,2.4,2.1,710,640,12,Y,0,15,2,56,55,60000
10,M,3,74,165,72,3.6,2.4,690,710,11,Y,0,10,0,49,56,40000
10,F,1,74,145,,3.3,3.3,680,720,10,Y,2,35,1,52,52,
10,M,1,71,155,100,3.5,3.4,590,660,13,N,2,35,2,55,60,150000
10,F,1,63.5,130,,3.6,3.75,600,710,8.5,Y,0,36,1,44,42,32000
10,F,1,65,100,90,3.3,3,590,600,7,N,1,7,2,49,53,25000
10,M,1,69,155,70,3.9,3.3,740,540,12,Y,3,18,3,52,56,75000
10,F,1,66,125,,3.9,3.25,,,8.5,Y,0,48,9,48,49,30000
10,F,1,63,113,,3.8,3.25,,,7,Y,1,35,2,45,46,
10,F,1,65,110,90,4.2,3.17,,,7,Y,0,40,2,49,51,80000
10,M,1,69,168,,,,580,580,11,Y,,30,5,38,42,
10,M,1,71,145,,3.3,3.6,500,690,10,Y,6,8,1,61,58,
10,M,1,76,170,67,3.7,3.4,610,730,13,Y,1.5,25,2,58,58,12500
10,M,1,70,140,78,3.2,3.25,600,670,8,Y,14,15,1,53,50,50000
10,F,1,63,115,46,3.3,1.44,,,6.5,Y,5,10,3,40,48,30000
10,F,1,66,,72,3.2,2.92,510,520,9.5,N,5,15,2,42,48,80000
10,,,70,145,72,3.5,,600,600,10,Y,75,10,1,48,58,50000
10,F,1,64,109,84,3.4,3.42,600,640,8,N,3.5,5.5,2,44,52,50000
10,F,1,63,110,60,3.6,,,,5.5,N,1,20,2,52,,30000
10,F,1,66,130,72,3.99,3.67,,,7.5,N,3,30,1,46,48,50000
10,F,1,62,135,78,3.6,,,,7.5,Y,45,8,4,48,45,25000
10,F,1,61,110,72,3.8,2.9,,,6,Y,4,10,1,48,52,30000
10,F,1,68,150,84,3.49,2.11,,,8.5,Y,1.5,24,1,53,53,40000
10,F,2,60,110,72,3.7,3.3,650,600,6,Y,3,5,2,43,51,30000
10,F,1,68,145,84,3.1,,,,7.5,Y,3,4,4,41,44,60000
10,F,1,66,130,72,3.67,2.56,,,9,Y,5,11,2,46,54,15000
10,M,1,67,150,78,3.7,3.4,680,680,9.5,Y,3,11,1,50,51,50000
10,M,1,70.5,184,78,3.2,1.33,500,600,9,Y,1,7,3,42,45,
10,F,1,66,135,108,3.5,2.67,,,7.5,N,1,7,2,56,57,150000
10,F,1,69,185,78,3.98,3.34,690,630,10,Y,3,14,2,49,50,70000
11,M,1,73,175,92,3.5,,690,680,10.5,Y,12,11,1,46,50,55000
11,M,2,69,148,,4,3.63,570,660,9,Y,3,9,2,44,44,50000
11,F,2,,110,,3.7,,,,6,Y,2,5,1,52,46,50000
11,F,2,64,135,72,3.6,3.2,,,6,Y,2,9,4,43,43,30000
11,M,1,70,140,,3.8,,,,11.5,Y,,4,2,,,
11,F,1,66,150,60,4,,730,690,9,Y,2,20,1,52,51,26000
11,M,1,71,160,,3.86,,580,550,12,Y,0,19,1,52,54,50000
11,F,2,65,115,,3.1,,580,520,8,Y,20,10,1,42,44,45000
11,F,1,63,123,,3.6,,,,7.5,N,,30,0,43,44,
11,F,1,70,163,,3.675,,,,11,N,3,,1,,,
11,F,1,67,135,,3,,,,9,N,2,7,1,49,49,30000
11,M,1,74.5,255,90,3.4,,670,540,14,N,7,30,2,52,52,60000
11,M,1,67,165,110,3.9,,760,590,10.5,Y,2,2,2,42,45,47500
11,F,1,62,150,,3.9,,530,520,8,Y,12,9,1,52,53,
11,F,1,66,140,60,3.8,,580,700,9,Y,2,15,0,55,58,40000
11,M,1,72,180,,3.2,,,,11,Y,,12,1,44,50,
11,F,2,69,130,58,4.3,3.44,650,780,9.5,Y,1,6,1,57,65,
11,F,1,70,145,66,3.7,,,,9.5,Y,8,20,2,40,40,7000
11,F,1,63,102,,3.4,,590,470,6,Y,,4,2,51,57,
11,F,1,64,145,,2.8,,520,460,8,Y,3,10,2,42,50,50000
11,M,1,73,185,72,3.65,,660,710,13,Y,1.5,8,1,52,59,50000
11,M,1,66,150,70,3.3,,,,9.5,Y,2,17,1,41,60,30000
11,M,1,73,170,,3.1,,500,510,12,Y,,27,1,44,46,
11,M,1,75,320,90,3.51,,690,800,17,Y,0,20,2,48,47,67500
11,M,1,72,165,145,3.56,,,,10,Y,2,12,1,46,,60000
11,M,1,71,140,,3.54,,630,650,11,Y,0,6,1,60,62,50000
11,M,1,72,225,80,3.3,,610,600,11,N,5,11,1,49,49,50000
11,M,3,72,252,,3,,450,410,12,Y,7,13,5,56,57,65000
11,F,3,61,120,,3.7,3.6,,,6,N,1,9,0,58,58,
11,M,3,70,175,,3.8,3.6,,,10,Y,0.5,,1,59,57,
11,M,2,71,130,,3.6,3.4,,,6,Y,0,4,4,47,47,
11,F,1,64,115,,3.7,,,,7,Y,,,2,53,52,
11,F,1,63,130,,3.7,,,,8.5,N,8,25,1,54,56,35000
11,M,1,71,150,,,,620,710,11,Y,,20,2,53,54,
11,F,1,65,130,76,4,,,690,8,Y,3,14,0,50,53,60000
11,M,1,72,180,,3.5,,,,12,Y,10,20,2,52,53,60000
11,M,4,74,238,,2.997,,640,560,13,N,14,38,1,51,52,50000
11,M,1,72,197,82,3.25,,,,12.5,N,5,8,2,51,52,
11,M,2,72,215,,3,2.95,,,12,Y,2.5,22.5,2,45,47,
11,F,2,65,140,86,4.2,3.87,600,650,9.5,Y,0,15,1,52,61,40000
11,M,2,,180,74,2.8,2.83,,,8.5,Y,1,9,3,57,,
11,M,2,74,170,60,3,3,500,575,12,N,6,15,2,51,52,30000
11,M,2,76,195,,3.88,3.25,,,12,Y,8,6,1,54,52,65000
11,F,1,64,,,3.4,,,,7,Y,5,15,4,42,40,45000
11,F,2,66,135,68,4,3.5,610,630,10,Y,1,20,3,55,57,50000
11,F,2,67,140,88,3.5,,,,8,Y,2,30,3,57,59,1.00E+05
11,M,2,68,195,,3.8,,600,660,10.5,Y,10,12,2,48,53,40000
11,M,2,70,150,,3.7,,,,10.5,Y,1,7,1,45,46,
11,F,2,65,125,47,3.7,,660,560,8.5,Y,,,1,50,50,
11,M,2,69,165,,3.7,3.6,,,10,Y,3.5,,5,42,48,60000
11,F,2,62,165,,3.87,,,,8.5,Y,1,7,3,55,55,
11,F,2,67,140,,3.6,,560,580,9,Y,10,5,2,49,54,
11,M,2,74,160,,2.1,,,,13,Y,0,,1,,,1.00E+05
11,M,2,72,162,,3.76,3.47,,,11.5,Y,,5,1,44,44,3.00E+05
11,F,2,68,150,,3.7,,610,780,8.5,N,0,,1,50,57,
11,F,2,62,113,,3.83,3.9,,,7.5,Y,2,10,2,49,52,
11,F,2,61,111,,3.4,3.25,,,5.5,Y,,20,1,52,50,30000
11,F,2,66,,,3.9,3.29,610,700,7,Y,2,6,2,49,65,
11,F,3,66,125,,3.3,3.86,560,780,7.5,Y,5,3,4,48,54,40000
11,F,3,66,138,,3.59,3.59,700,600,9,Y,0.5,7,2,52,59,
11,F,2,68,,,3.3,3.7,600,630,11,Y,2,14,2,47,51,
